Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,age_group
2023/06/12 2:41:58 PM GMT+5:30,64,Other,once a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,Filter,First page,2,Maybe,Rarely,Found a better price elsewhere,Rarely,No,Never,No,Yes,1,1,Quick delivery,User Interface,706729,55+
2023/06/04 2:30:44 PM GMT+5:30,16,Other,once a week,Home and Kitchen;others,Sometimes,Few times a month,Keyword,First page,5,No,Never,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,Sometimes,2,1,Wide product selection,no problems with amazon,594541,18-24
2023/06/07 6:09:58 AM GMT+5:30,17,Other,less than once a month,others,Sometimes,Rarely,Keyword,First page,1,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,No,5,1,.,irrelevant product suggestions,605279,18-24
2023/06/07 12:39:08 PM GMT+5:30,22,Female,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Unknown,First page,1,No,Often,High shipping costs,Sometimes,Yes,Never,Yes,No,3,5,Wide product selection,nothing,141444,18-24
2023/06/06 9:08:39 PM GMT+5:30,21,Female,multiple times a week,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,others,Multiple pages,1,Yes,Often,High shipping costs,Always,No,Rarely,Sometimes,No,5,3,Customer service ,no problems with amazon,711773,18-24
2023/06/07 10:10:58 PM GMT+5:30,54,Other,multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,others,Multiple pages,4,No,Often,others,Never,No,Rarely,No,No,3,3,.,add more familiar brands to the list,972047,45-54
2023/06/06 9:45:55 AM GMT+5:30,63,Female,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Unknown,Multiple pages,2,Maybe,Rarely,others,Sometimes,Yes,Never,Sometimes,Sometimes,2,3,User-friendly website/app interface,Unknown,387759,55+
2023/06/08 5:17:10 PM GMT+5:30,16,Female,multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,categories,First page,2,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,No,4,3,Customer service ,nothing,811557,18-24
2023/06/09 10:28:57 AM GMT+5:30,61,Male,less than once a month,Clothing and Fashion;others,Sometimes,Rarely,Unknown,First page,1,Maybe,Sometimes,High shipping costs,Sometimes,No,Heavily,Sometimes,No,4,5,Quick delivery,product quality and accuracy,224050,55+
2023/06/09 3:23:38 PM GMT+5:30,19,Female,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Unknown,Multiple pages,3,Maybe,Often,High shipping costs,Sometimes,No,Never,Yes,Sometimes,1,4,.,User Interface,586851,18-24
2023/06/11 11:09:33 PM GMT+5:30,13,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,others,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Always,No,Heavily,Sometimes,Yes,4,4,Customer service ,better app interface and lower shipping charges,571185,18-24
2023/06/08 9:17:38 PM GMT+5:30,56,Other,few times a month,Beauty and Personal Care,No,Few times a month,Filter,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,No,2,2,Customer service ,User Interface,451367,55+
2023/06/06 6:34:44 PM GMT+5:30,31,Female,once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,Unknown,Multiple pages,3,Maybe,Sometimes,others,Sometimes,Yes,Occasionally,Sometimes,Sometimes,5,3,Customer service ,i don't have any problem with amazon,201861,25-34
2023/06/08 5:30:34 PM GMT+5:30,51,Female,once a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a month,categories,First page,4,No,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,Yes,No,1,4,Customer service ,Unknown,708003,45-54
2023/06/09 12:22:47 PM GMT+5:30,12,Other,multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,2,No,Always,High shipping costs,Sometimes,No,Heavily,Yes,Yes,5,5,Customer service ,i don't have any problem with amazon,504484,18-24
2023/06/06 10:07:39 AM GMT+5:30,32,Other,multiple times a week,Clothing and Fashion;Home and Kitchen,No,Few times a week,Unknown,Multiple pages,1,Yes,Never,others,Sometimes,No,Never,Yes,Yes,5,2,Wide product selection,User Interface,335083,25-34
2023/06/12 3:59:59 PM GMT+5:30,33,Male,multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,No,Yes,3,2,Customer service ,User Interface,888550,25-34
2023/06/05 1:27:08 PM GMT+5:30,9,Female,once a week,Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,others,Multiple pages,5,No,Often,others,Sometimes,No,Occasionally,Yes,Sometimes,5,3,User-friendly website/app interface,quality of product is very poor according to the big offers,836426,18-24
2023/06/04 11:12:15 PM GMT+5:30,55,Other,less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Always,No,Moderately,Sometimes,Sometimes,4,5,Customer service,add more familiar brands to the list,174860,55+
2023/06/09 3:19:53 PM GMT+5:30,64,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Multiple times a day,others,Multiple pages,1,Maybe,Always,others,Rarely,No,Never,Yes,No,3,5,.,User Interface,981800,55+
2023/06/09 2:39:16 PM GMT+5:30,3,Other,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Heavily,Yes,Sometimes,4,1,Competitive prices,User Interface,256141,18-24
2023/06/06 7:41:36 PM GMT+5:30,48,Other,multiple times a week,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,categories,Multiple pages,4,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,Sometimes,2,3,Product recommendations,no problems with amazon,543217,45-54
2023/06/07 3:08:03 AM GMT+5:30,8,Other,few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,Unknown,Multiple pages,4,Maybe,Often,Changed my mind or no longer need the item,Often,No,Never,No,Sometimes,1,1,.,add more familiar brands to the list,935169,18-24
2023/06/11 11:15:03 PM GMT+5:30,65,Other,once a week,Clothing and Fashion,No,Multiple times a day,Unknown,First page,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,Sometimes,3,1,Product recommendations,add more familiar brands to the list,793506,55+
2023/06/05 1:43:00 PM GMT+5:30,14,Other,few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Unknown,First page,4,No,Never,others,Sometimes,No,Occasionally,Sometimes,Sometimes,1,3,Customer service ,add more familiar brands to the list,344950,18-24
2023/06/09 3:22:15 PM GMT+5:30,10,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,categories,First page,1,No,Never,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,Yes,2,2,Customer service,i don't have any problem with amazon,446705,18-24
2023/06/08 3:23:58 AM GMT+5:30,42,Other,once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,Keyword,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,No,4,5,.,User Interface,584599,35-44
2023/06/07 1:00:09 PM GMT+5:30,42,Other,less than once a month,Home and Kitchen,No,Rarely,Unknown,Multiple pages,3,Maybe,Never,Found a better price elsewhere,Never,No,Heavily,No,Yes,4,3,Customer service ,User Interface,403487,35-44
2023/06/12 3:49:27 PM GMT+5:30,41,Female,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Unknown,First page,4,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Occasionally,No,Sometimes,4,2,Product recommendations,i have no problem with amazon yet. but others tell me about the refund issues,907354,35-44
2023/06/06 7:17:17 PM GMT+5:30,31,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,categories,First page,4,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Heavily,No,Yes,3,4,Competitive prices,better app interface and lower shipping charges,919572,25-34
2023/06/08 5:55:15 PM GMT+5:30,56,Male,less than once a month,others,Sometimes,Few times a month,Unknown,First page,3,Yes,Never,others,Always,Yes,Heavily,No,Yes,4,4,Quick delivery,reducing packaging waste,279566,55+
2023/06/08 9:54:40 AM GMT+5:30,51,Other,once a month,Clothing and Fashion;others,Sometimes,Rarely,others,Multiple pages,4,Maybe,Never,others,Rarely,Yes,Heavily,Yes,Sometimes,2,3,User-friendly website/app interface,irrelevant product suggestions,763778,45-54
2023/06/08 5:27:22 PM GMT+5:30,20,Female,less than once a month,Clothing and Fashion;others,Yes,Few times a week,Filter,First page,2,No,Rarely,Found a better price elsewhere,Rarely,No,Heavily,Yes,Sometimes,4,4,All the above,shipping speed and reliability,282789,18-24
2023/06/08 5:37:13 PM GMT+5:30,66,Male,once a month,Beauty and Personal Care;others,Yes,Rarely,Keyword,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,Sometimes,5,1,All the above,quality of product is very poor according to the big offers,299856,55+
2023/06/08 5:42:23 PM GMT+5:30,52,Other,less than once a month,others,Sometimes,Few times a week,others,First page,1,Maybe,Never,High shipping costs,Often,No,Heavily,Sometimes,No,3,1,.,i have no problem with amazon yet. but others tell me about the refund issues,542360,45-54
2023/06/09 3:22:15 PM GMT+5:30,40,Male,multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Multiple times a day,Unknown,First page,1,Maybe,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,No,5,2,Wide product selection,User Interface,195663,35-44
2023/06/05 8:06:04 PM GMT+5:30,30,Female,multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,others,Multiple pages,5,Maybe,Never,others,Often,Yes,Rarely,No,Sometimes,3,4,Quick delivery,shipping speed and reliability,908731,25-34
2023/06/11 10:47:42 PM GMT+5:30,62,Other,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Never,Yes,Moderately,Yes,No,1,5,Product recommendations,Unknown,518205,55+
2023/06/07 10:10:26 PM GMT+5:30,3,Other,less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,2,No,Always,Found a better price elsewhere,Sometimes,No,Moderately,No,Sometimes,2,1,.,shipping speed and reliability,977851,18-24
2023/06/04 9:18:12 PM GMT+5:30,5,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,First page,5,Yes,Often,others,Rarely,No,Rarely,Yes,No,3,3,Product recommendations,User Interface,591195,18-24
2023/06/08 8:26:58 PM GMT+5:30,43,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Unknown,First page,3,Maybe,Often,Found a better price elsewhere,Always,No,Never,Yes,Yes,1,3,Quick delivery,shipping speed and reliability,270513,35-44
2023/06/07 1:25:26 PM GMT+5:30,18,Female,less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Unknown,First page,5,Maybe,Rarely,Found a better price elsewhere,Always,No,Rarely,Yes,Sometimes,5,4,Customer service ,add more familiar brands to the list,856506,18-24
2023/06/08 5:40:49 PM GMT+5:30,28,Male,less than once a month,others,No,Few times a week,Keyword,First page,2,No,Always,Found a better price elsewhere,Sometimes,No,Moderately,No,No,4,3,Customer service,i don't have any problem with amazon,775528,25-34
2023/06/11 11:02:11 PM GMT+5:30,40,Other,few times a month,Clothing and Fashion;others,Sometimes,Rarely,categories,First page,5,Maybe,Sometimes,Found a better price elsewhere,Never,No,Rarely,Sometimes,No,2,4,Competitive prices,nothing,417833,35-44
2023/06/10 10:49:42 AM GMT+5:30,46,Male,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,others,First page,2,Yes,Rarely,others,Rarely,Yes,Heavily,Sometimes,No,4,5,All the above,quality of product is very poor according to the big offers,593663,45-54
2023/06/06 11:28:31 PM GMT+5:30,16,Other,less than once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,First page,5,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,Yes,1,2,User-friendly website/app interface,i don't have any problem with amazon,627695,18-24
2023/06/12 4:03:59 PM GMT+5:30,37,Other,once a week,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Rarely,No,Moderately,No,Sometimes,4,5,Wide product selection,product quality and accuracy,898287,35-44
2023/06/08 5:57:03 PM GMT+5:30,20,Female,once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,5,No,Sometimes,High shipping costs,Rarely,No,Never,No,Yes,5,4,.,User Interface,929547,18-24
2023/06/11 11:09:33 PM GMT+5:30,6,Female,once a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,categories,First page,5,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,No,5,3,Customer service,User Interface,860129,18-24
2023/06/09 2:43:37 PM GMT+5:30,50,Male,few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,First page,5,No,Often,High shipping costs,Never,Yes,Occasionally,Sometimes,Yes,4,1,Quick delivery,reducing packaging waste,443283,45-54
2023/06/09 10:31:15 AM GMT+5:30,57,Female,once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,1,No,Sometimes,High shipping costs,Always,No,Moderately,Yes,Yes,3,2,Customer service ,User Interface,527423,55+
2023/06/05 2:16:16 PM GMT+5:30,49,Other,once a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a month,Unknown,First page,1,Maybe,Never,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,Yes,4,1,User-friendly website/app interface,product quality and accuracy,419821,45-54
2023/06/06 7:18:52 PM GMT+5:30,51,Other,multiple times a week,Clothing and Fashion;Home and Kitchen,No,Rarely,others,First page,4,Maybe,Never,Found a better price elsewhere,Never,No,Never,Sometimes,Yes,1,5,Quick delivery,Unknown,375497,45-54
2023/06/06 6:36:16 PM GMT+5:30,37,Other,few times a month,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,1,Maybe,Rarely,Found a better price elsewhere,Never,No,Rarely,No,Sometimes,3,2,Quick delivery,reducing packaging waste,944516,35-44
2023/06/09 9:35:19 AM GMT+5:30,39,Male,few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,5,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,No,No,2,5,Customer service ,quality of product is very poor according to the big offers,539756,35-44
2023/06/08 5:48:14 PM GMT+5:30,13,Other,once a month,Clothing and Fashion;others,No,Multiple times a day,Unknown,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Moderately,Sometimes,Yes,1,2,Product recommendations,product quality and accuracy,285145,18-24
2023/06/07 12:30:22 PM GMT+5:30,58,Other,less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Unknown,First page,1,No,Always,High shipping costs,Rarely,No,Never,No,Sometimes,1,2,Customer service ,User Interface,347345,55+
2023/06/07 10:39:21 PM GMT+5:30,35,Other,few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Keyword,First page,3,Maybe,Often,High shipping costs,Often,Yes,Never,Sometimes,No,2,1,User-friendly website/app interface,shipping speed and reliability,455372,35-44
2023/06/09 4:30:15 PM GMT+5:30,26,Female,few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Unknown,Multiple pages,5,Maybe,Always,Changed my mind or no longer need the item,Often,Yes,Rarely,Yes,Sometimes,4,1,Product recommendations,irrelevant product suggestions,442259,25-34
2023/06/12 3:51:31 PM GMT+5:30,39,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,others,First page,1,Maybe,Never,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,Sometimes,5,3,All the above,shipping speed and reliability,234621,35-44
2023/06/11 11:28:26 PM GMT+5:30,54,Male,multiple times a week,Home and Kitchen;others,Sometimes,Few times a month,Filter,Multiple pages,2,No,Rarely,others,Sometimes,No,Moderately,Sometimes,Sometimes,4,2,Competitive prices,better app interface and lower shipping charges,581857,45-54
2023/06/09 4:32:28 PM GMT+5:30,61,Other,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,others,Multiple pages,2,Maybe,Rarely,High shipping costs,Always,Yes,Heavily,Yes,Yes,2,4,Customer service ,quality of product is very poor according to the big offers,690565,55+
2023/06/09 10:30:39 AM GMT+5:30,64,Female,less than once a month,Home and Kitchen,Sometimes,Few times a week,others,First page,5,Maybe,Sometimes,High shipping costs,Often,No,Never,Yes,Yes,4,3,User-friendly website/app interface,i don't have any problem with amazon,558592,55+
2023/06/09 3:08:38 PM GMT+5:30,13,Other,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,First page,5,Maybe,Always,High shipping costs,Never,Yes,Occasionally,Sometimes,Yes,3,3,Customer service,customer service responsiveness,411493,18-24
2023/06/06 7:54:19 PM GMT+5:30,60,Female,once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First page,2,Yes,Sometimes,High shipping costs,Never,Yes,Heavily,No,Yes,1,5,Wide product selection,scrolling option would be much better than going to next page,229321,55+
2023/06/07 6:30:43 PM GMT+5:30,65,Female,few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,No,Often,others,Rarely,No,Heavily,Yes,Yes,4,4,Product recommendations,no problems with amazon,946123,55+
2023/06/05 10:36:38 AM GMT+5:30,55,Female,once a week,Beauty and Personal Care;others,Yes,Multiple times a day,Unknown,First page,3,Maybe,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,Sometimes,2,1,Quick delivery,product quality and accuracy,969547,55+
2023/06/08 5:48:14 PM GMT+5:30,46,Other,once a month,others,No,Multiple times a day,Unknown,First page,5,Maybe,Never,Found a better price elsewhere,Often,No,Rarely,No,Yes,3,2,Customer service,User Interface,603291,45-54
2023/06/08 10:39:59 PM GMT+5:30,7,Male,few times a month,Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,categories,Multiple pages,1,Yes,Sometimes,High shipping costs,Always,No,Occasionally,Sometimes,Sometimes,1,1,Wide product selection,User Interface,735358,18-24
2023/06/07 6:20:53 PM GMT+5:30,37,Female,once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,categories,Multiple pages,1,Maybe,Sometimes,others,Sometimes,Yes,Heavily,No,Sometimes,2,3,Competitive prices,Unknown,180988,35-44
2023/06/08 9:17:38 PM GMT+5:30,56,Female,once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Unknown,First page,5,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,No,Yes,3,1,Customer service ,Unknown,879901,55+
2023/06/07 11:05:19 PM GMT+5:30,32,Other,less than once a month,Home and Kitchen;others,No,Few times a month,categories,First page,5,Maybe,Sometimes,others,Never,Yes,Occasionally,Sometimes,Yes,3,5,Quick delivery,add more familiar brands to the list,140304,25-34
2023/06/11 11:24:21 PM GMT+5:30,58,Other,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,categories,First page,2,No,Always,others,Never,Yes,Never,No,Sometimes,4,2,All the above,User Interface,704818,55+
2023/06/08 5:23:05 PM GMT+5:30,20,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,Multiple pages,2,Yes,Always,High shipping costs,Never,No,Heavily,Sometimes,Yes,4,4,.,product quality and accuracy,288823,18-24
2023/06/08 5:33:01 PM GMT+5:30,9,Female,less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Unknown,Multiple pages,4,No,Always,Found a better price elsewhere,Never,Yes,Heavily,Yes,Sometimes,3,1,User-friendly website/app interface,User Interface,270994,18-24
2023/06/11 11:22:19 PM GMT+5:30,5,Other,less than once a month,Home and Kitchen,Yes,Rarely,Filter,Multiple pages,5,No,Rarely,Changed my mind or no longer need the item,Often,No,Never,Sometimes,Yes,3,3,Quick delivery,User Interface,923112,18-24
2023/06/04 9:10:08 PM GMT+5:30,33,Male,less than once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,First page,3,No,Often,Found a better price elsewhere,Often,Yes,Never,Yes,Yes,2,3,.,User Interface,339162,25-34
2023/06/07 10:57:14 AM GMT+5:30,56,Other,multiple times a week,Clothing and Fashion;others,No,Multiple times a day,categories,First page,4,No,Rarely,High shipping costs,Never,No,Occasionally,Sometimes,No,5,3,Quick delivery,better app interface and lower shipping charges,849712,55+
2023/06/06 9:37:33 AM GMT+5:30,52,Other,few times a month,Clothing and Fashion;others,Sometimes,Rarely,Filter,First page,5,No,Often,Found a better price elsewhere,Rarely,No,Moderately,Yes,No,4,5,.,User Interface,820581,45-54
2023/06/11 11:27:55 PM GMT+5:30,12,Male,multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,Filter,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,Sometimes,4,1,Wide product selection,Unknown,618765,18-24
2023/06/12 3:45:27 PM GMT+5:30,10,Other,few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a week,Filter,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Always,No,Rarely,Yes,No,2,4,Competitive prices,Unknown,353310,18-24
2023/06/12 4:03:59 PM GMT+5:30,42,Other,once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,others,Multiple pages,4,Maybe,Often,others,Often,Yes,Moderately,Yes,Yes,2,5,Customer service,Unknown,982706,35-44
2023/06/09 2:42:57 PM GMT+5:30,55,Other,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Unknown,First page,5,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,No,2,4,Quick delivery,product quality and accuracy,992395,55+
2023/06/12 4:02:02 PM GMT+5:30,25,Male,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Unknown,Multiple pages,2,Yes,Often,others,Sometimes,No,Heavily,Yes,No,4,1,Customer service ,customer service responsiveness,633158,25-34
2023/06/05 10:05:25 PM GMT+5:30,42,Other,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First page,2,Yes,Rarely,others,Often,Yes,Moderately,No,Sometimes,3,2,Quick delivery,shipping speed and reliability,207609,35-44
2023/06/08 5:43:45 PM GMT+5:30,66,Female,multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a week,Unknown,First page,5,No,Often,High shipping costs,Often,Yes,Rarely,Yes,Sometimes,1,3,Quick delivery,add more familiar brands to the list,335999,55+
2023/06/07 10:09:54 PM GMT+5:30,43,Other,once a week,Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Never,No,Rarely,Yes,Yes,1,1,All the above,shipping speed and reliability,297506,35-44
2023/06/05 12:02:56 AM GMT+5:30,17,Female,few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,categories,Multiple pages,5,No,Always,others,Always,Yes,Never,No,No,4,5,Wide product selection,User Interface,190212,18-24
2023/06/12 3:48:11 PM GMT+5:30,30,Other,multiple times a week,Clothing and Fashion;others,Yes,Rarely,Filter,First page,5,No,Always,others,Never,Yes,Never,No,Sometimes,3,4,All the above,User Interface,973395,25-34
2023/06/07 11:02:45 PM GMT+5:30,48,Male,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,categories,First page,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,No,3,5,.,i have no problem with amazon yet. but others tell me about the refund issues,606855,45-54
2023/06/04 9:10:08 PM GMT+5:30,16,Other,less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Multiple times a day,categories,Multiple pages,5,Maybe,Never,others,Often,No,Occasionally,Sometimes,No,4,2,User-friendly website/app interface,customer service responsiveness,250358,18-24
2023/06/05 10:05:25 PM GMT+5:30,57,Other,once a month,Home and Kitchen,Sometimes,Rarely,categories,First page,1,Maybe,Always,Found a better price elsewhere,Never,Yes,Never,No,Yes,4,4,.,irrelevant product suggestions,552072,55+
2023/06/04 8:00:11 PM GMT+5:30,48,Female,once a month,Home and Kitchen;others,No,Multiple times a day,others,First page,2,No,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,Yes,2,5,Quick delivery,nothing,433536,45-54
2023/06/09 10:26:01 AM GMT+5:30,17,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,2,No,Rarely,others,Never,No,Occasionally,Yes,Sometimes,2,1,Competitive prices,Unknown,248097,18-24
2023/06/09 10:30:39 AM GMT+5:30,4,Male,multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,others,First page,3,No,Often,High shipping costs,Rarely,No,Never,No,No,5,2,Competitive prices,i don't have any problem with amazon,707115,18-24
2023/06/05 10:06:15 PM GMT+5:30,63,Male,once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,categories,First page,2,Maybe,Rarely,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,Sometimes,1,4,User-friendly website/app interface,User Interface,471770,55+
2023/06/08 5:09:31 PM GMT+5:30,6,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,others,Multiple pages,5,Yes,Always,High shipping costs,Often,No,Never,Yes,Sometimes,3,4,All the above,User Interface,126786,18-24
2023/06/07 9:24:31 AM GMT+5:30,13,Male,once a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,First page,3,No,Never,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,Yes,3,1,Customer service ,Unknown,923965,18-24
2023/06/06 11:20:53 AM GMT+5:30,15,Other,once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,Yes,5,4,Quick delivery,product quality and accuracy,766692,18-24
