Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/08 5:30:34 PM GMT+5:30,51,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a month,categories,First page,4,No,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,Yes,5,No,1,4,Customer service ,Nil,708003
2023/06/09 12:22:47 PM GMT+5:30,12,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,2,No,Always,High shipping costs,Sometimes,No,Heavily,Yes,3,Yes,5,5,Customer service ,I don't have any problem with Amazon,504484
2023/06/06 10:07:39 AM GMT+5:30,32,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Few times a week,nan,Multiple pages,1,Yes,Never,others,Sometimes,No,Never,Yes,3,Yes,5,2,Wide product selection,User interface ,335083
2023/06/12 3:59:59 PM GMT+5:30,33,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,No,1,Yes,3,2,Customer service ,User interface ,888550
2023/06/05 1:27:08 PM GMT+5:30,9,Female,Once a week,Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,others,Multiple pages,5,No,Often,others,Sometimes,No,Occasionally,Yes,2,Sometimes,5,3,User-friendly website/app interface,Quality of product is very poor according to the big offers,836426
2023/06/04 11:12:15 PM GMT+5:30,55,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Always,No,Moderately,Sometimes,4,Sometimes,4,5,Customer service,Add more familiar brands to the list,174860
2023/06/09 3:19:53 PM GMT+5:30,64,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Multiple times a day,others,Multiple pages,1,Maybe,Always,others,Rarely,No,Never,Yes,1,No,3,5,.,User interface ,981800
2023/06/09 2:39:16 PM GMT+5:30,3,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Heavily,Yes,2,Sometimes,4,1,Competitive prices,UI,256141
2023/06/06 7:41:36 PM GMT+5:30,48,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,categories,Multiple pages,4,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,1,Sometimes,2,3,Product recommendations,No problems with Amazon,543217
2023/06/07 3:08:03 AM GMT+5:30,8,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,nan,Multiple pages,4,Maybe,Often,Changed my mind or no longer need the item,Often,No,Never,No,4,Sometimes,1,1,.,Add more familiar brands to the list,935169
2023/06/11 11:15:03 PM GMT+5:30,65,Others,Once a week,Clothing and Fashion,No,Multiple times a day,nan,First page,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,4,Sometimes,3,1,Product recommendations,Add more familiar brands to the list,793506
2023/06/05 1:43:00 PM GMT+5:30,14,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,nan,First page,4,No,Never,others,Sometimes,No,Occasionally,Sometimes,1,Sometimes,1,3,Customer service ,Add more familiar brands to the list,344950
2023/06/09 3:22:15 PM GMT+5:30,10,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,categories,First page,1,No,Never,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,2,Yes,2,2,Customer service,I don't have any problem with Amazon,446705
2023/06/08 3:23:58 AM GMT+5:30,42,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,Keyword,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,3,No,4,5,.,User interface of app,584599
2023/06/07 1:00:09 PM GMT+5:30,42,Prefer not to say,Less than once a month,Home and Kitchen,No,Rarely,nan,Multiple pages,3,Maybe,Never,Found a better price elsewhere,Never,No,Heavily,No,5,Yes,4,3,Customer service ,User interface of app,403487
2023/06/12 3:49:27 PM GMT+5:30,41,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,nan,First page,4,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Occasionally,No,3,Sometimes,4,2,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,907354
2023/06/06 7:17:17 PM GMT+5:30,31,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,categories,First page,4,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Heavily,No,3,Yes,3,4,Competitive prices,better app interface and lower shipping charges,919572
2023/06/08 5:55:15 PM GMT+5:30,56,Male,Less than once a month,others,Sometimes,Few times a month,nan,First page,3,Yes,Never,others,Always,Yes,Heavily,No,2,Yes,4,4,Quick delivery,Reducing packaging waste,279566
2023/06/08 9:54:40 AM GMT+5:30,51,Others,Once a month,Clothing and Fashion;others,Sometimes,Rarely,others,Multiple pages,4,Maybe,Never,others,Rarely,Yes,Heavily,Yes,3,Sometimes,2,3,User-friendly website/app interface,Irrelevant product suggestions,763778
2023/06/08 5:27:22 PM GMT+5:30,20,Female,Less than once a month,Clothing and Fashion;others,Yes,Few times a week,Filter,First page,2,No,Rarely,Found a better price elsewhere,Rarely,No,Heavily,Yes,4,Sometimes,4,4,All the above,Shipping speed and reliability,282789
2023/06/08 5:37:13 PM GMT+5:30,66,Male,Once a month,Beauty and Personal Care;others,Yes,Rarely,Keyword,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,4,Sometimes,5,1,All the above,Quality of product is very poor according to the big offers,299856
2023/06/08 5:42:23 PM GMT+5:30,52,Others,Less than once a month,others,Sometimes,Few times a week,others,First page,1,Maybe,Never,High shipping costs,Often,No,Heavily,Sometimes,3,No,3,1,.,I have no problem with Amazon yet. But others tell me about the refund issues ,542360
2023/06/09 3:22:15 PM GMT+5:30,40,Male,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Multiple times a day,nan,First page,1,Maybe,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,1,No,5,2,Wide product selection,UI,195663
2023/06/05 8:06:04 PM GMT+5:30,30,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,others,Multiple pages,5,Maybe,Never,others,Often,Yes,Rarely,No,2,Sometimes,3,4,Quick delivery,Shipping speed and reliability,908731
2023/06/11 10:47:42 PM GMT+5:30,62,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,No,1,5,Product recommendations,.,518205
2023/06/07 10:10:26 PM GMT+5:30,3,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,2,No,Always,Found a better price elsewhere,Sometimes,No,Moderately,No,5,Sometimes,2,1,.,Shipping speed and reliability,977851
2023/06/04 9:18:12 PM GMT+5:30,5,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,First page,5,Yes,Often,others,Rarely,No,Rarely,Yes,5,No,3,3,Product recommendations,User interface ,591195
2023/06/08 8:26:58 PM GMT+5:30,43,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,nan,First page,3,Maybe,Often,Found a better price elsewhere,Always,No,Never,Yes,1,Yes,1,3,Quick delivery,Shipping speed and reliability,270513
2023/06/07 1:25:26 PM GMT+5:30,18,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,nan,First page,5,Maybe,Rarely,Found a better price elsewhere,Always,No,Rarely,Yes,3,Sometimes,5,4,Customer service ,Add more familiar brands to the list,856506
2023/06/08 5:40:49 PM GMT+5:30,28,Male,Less than once a month,others,No,Few times a week,Keyword,First page,2,No,Always,Found a better price elsewhere,Sometimes,No,Moderately,No,3,No,4,3,Customer service,I don't have any problem with Amazon,775528
2023/06/11 11:02:11 PM GMT+5:30,40,Others,Few times a month,Clothing and Fashion;others,Sometimes,Rarely,categories,First page,5,Maybe,Sometimes,Found a better price elsewhere,Never,No,Rarely,Sometimes,2,No,2,4,Competitive prices,Nothing,417833
2023/06/10 10:49:42 AM GMT+5:30,46,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,others,First page,2,Yes,Rarely,others,Rarely,Yes,Heavily,Sometimes,2,No,4,5,All the above,Quality of product is very poor according to the big offers,593663
2023/06/06 11:28:31 PM GMT+5:30,16,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,First page,5,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,3,Yes,1,2,User-friendly website/app interface,I don't have any problem with Amazon,627695
2023/06/12 4:03:59 PM GMT+5:30,37,Others,Once a week,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Rarely,No,Moderately,No,3,Sometimes,4,5,Wide product selection,Product quality and accuracy,898287
2023/06/08 5:57:03 PM GMT+5:30,20,Female,Once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,5,No,Sometimes,High shipping costs,Rarely,No,Never,No,3,Yes,5,4,.,UI,929547
2023/06/11 11:09:33 PM GMT+5:30,6,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,categories,First page,5,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,5,No,5,3,Customer service,UI,860129
2023/06/09 2:43:37 PM GMT+5:30,50,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,First page,5,No,Often,High shipping costs,Never,Yes,Occasionally,Sometimes,5,Yes,4,1,Quick delivery,Reducing packaging waste,443283
2023/06/09 10:31:15 AM GMT+5:30,57,Female,Once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,1,No,Sometimes,High shipping costs,Always,No,Moderately,Yes,4,Yes,3,2,Customer service ,User interface ,527423
2023/06/05 2:16:16 PM GMT+5:30,49,Others,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a month,nan,First page,1,Maybe,Never,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,4,Yes,4,1,User-friendly website/app interface,Product quality and accuracy,419821
2023/06/06 7:18:52 PM GMT+5:30,51,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,No,Rarely,others,First page,4,Maybe,Never,Found a better price elsewhere,Never,No,Never,Sometimes,5,Yes,1,5,Quick delivery,Nil,375497
2023/06/06 6:36:16 PM GMT+5:30,37,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,1,Maybe,Rarely,Found a better price elsewhere,Never,No,Rarely,No,5,Sometimes,3,2,Quick delivery,Reducing packaging waste,944516
2023/06/09 9:35:19 AM GMT+5:30,39,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,5,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,No,5,No,2,5,Customer service ,Quality of product is very poor according to the big offers,539756
2023/06/08 5:48:14 PM GMT+5:30,13,Others,Once a month,Clothing and Fashion;others,No,Multiple times a day,nan,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Moderately,Sometimes,3,Yes,1,2,Product recommendations,Product quality and accuracy,285145
2023/06/07 12:30:22 PM GMT+5:30,58,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,nan,First page,1,No,Always,High shipping costs,Rarely,No,Never,No,3,Sometimes,1,2,Customer service ,User interface ,347345
2023/06/07 10:39:21 PM GMT+5:30,35,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Keyword,First page,3,Maybe,Often,High shipping costs,Often,Yes,Never,Sometimes,2,No,2,1,User-friendly website/app interface,Shipping speed and reliability,455372
2023/06/09 4:30:15 PM GMT+5:30,26,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,nan,Multiple pages,5,Maybe,Always,Changed my mind or no longer need the item,Often,Yes,Rarely,Yes,4,Sometimes,4,1,Product recommendations,Irrelevant product suggestions,442259
2023/06/12 3:51:31 PM GMT+5:30,39,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,others,First page,1,Maybe,Never,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,4,Sometimes,5,3,All the above,Shipping speed and reliability,234621
2023/06/11 11:28:26 PM GMT+5:30,54,Male,Multiple times a week,Home and Kitchen;others,Sometimes,Few times a month,Filter,Multiple pages,2,No,Rarely,others,Sometimes,No,Moderately,Sometimes,3,Sometimes,4,2,Competitive prices,better app interface and lower shipping charges,581857
2023/06/09 4:32:28 PM GMT+5:30,61,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,others,Multiple pages,2,Maybe,Rarely,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,2,4,Customer service ,Quality of product is very poor according to the big offers,690565
2023/06/09 10:30:39 AM GMT+5:30,64,Female,Less than once a month,Home and Kitchen,Sometimes,Few times a week,others,First page,5,Maybe,Sometimes,High shipping costs,Often,No,Never,Yes,5,Yes,4,3,User-friendly website/app interface,I don't have any problem with Amazon,558592
2023/06/09 3:08:38 PM GMT+5:30,13,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,First page,5,Maybe,Always,High shipping costs,Never,Yes,Occasionally,Sometimes,2,Yes,3,3,Customer service,Customer service responsiveness,411493
2023/06/06 7:54:19 PM GMT+5:30,60,Female,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First page,2,Yes,Sometimes,High shipping costs,Never,Yes,Heavily,No,2,Yes,1,5,Wide product selection,Scrolling option would be much better than going to next page,229321
2023/06/07 6:30:43 PM GMT+5:30,65,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,No,Often,others,Rarely,No,Heavily,Yes,5,Yes,4,4,Product recommendations,No problems with Amazon,946123
2023/06/05 10:36:38 AM GMT+5:30,55,Female,Once a week,Beauty and Personal Care;others,Yes,Multiple times a day,nan,First page,3,Maybe,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,3,Sometimes,2,1,Quick delivery,Product quality and accuracy,969547
2023/06/08 5:48:14 PM GMT+5:30,46,Others,Once a month,others,No,Multiple times a day,nan,First page,5,Maybe,Never,Found a better price elsewhere,Often,No,Rarely,No,1,Yes,3,2,Customer service,UI,603291
2023/06/08 10:39:59 PM GMT+5:30,7,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,categories,Multiple pages,1,Yes,Sometimes,High shipping costs,Always,No,Occasionally,Sometimes,5,Sometimes,1,1,Wide product selection,User interface of app,735358
2023/06/07 6:20:53 PM GMT+5:30,37,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,categories,Multiple pages,1,Maybe,Sometimes,others,Sometimes,Yes,Heavily,No,1,Sometimes,2,3,Competitive prices,Nil,180988
2023/06/08 9:17:38 PM GMT+5:30,56,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,nan,First page,5,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,No,4,Yes,3,1,Customer service ,Nil,879901
2023/06/07 11:05:19 PM GMT+5:30,32,Others,Less than once a month,Home and Kitchen;others,No,Few times a month,categories,First page,5,Maybe,Sometimes,others,Never,Yes,Occasionally,Sometimes,4,Yes,3,5,Quick delivery,Add more familiar brands to the list,140304
2023/06/11 11:24:21 PM GMT+5:30,58,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,categories,First page,2,No,Always,others,Never,Yes,Never,No,2,Sometimes,4,2,All the above,UI,704818
2023/06/08 5:23:05 PM GMT+5:30,20,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,Multiple pages,2,Yes,Always,High shipping costs,Never,No,Heavily,Sometimes,4,Yes,4,4,.,Product quality and accuracy,288823
2023/06/08 5:33:01 PM GMT+5:30,9,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,nan,Multiple pages,4,No,Always,Found a better price elsewhere,Never,Yes,Heavily,Yes,5,Sometimes,3,1,User-friendly website/app interface,User interface ,270994
2023/06/11 11:22:19 PM GMT+5:30,5,Others,Less than once a month,Home and Kitchen,Yes,Rarely,Filter,Multiple pages,5,No,Rarely,Changed my mind or no longer need the item,Often,No,Never,Sometimes,5,Yes,3,3,Quick delivery,User interface of app,923112
2023/06/04 9:10:08 PM GMT+5:30,33,Male,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,First page,3,No,Often,Found a better price elsewhere,Often,Yes,Never,Yes,1,Yes,2,3,.,UI,339162
2023/06/07 10:57:14 AM GMT+5:30,56,Prefer not to say,Multiple times a week,Clothing and Fashion;others,No,Multiple times a day,categories,First page,4,No,Rarely,High shipping costs,Never,No,Occasionally,Sometimes,3,No,5,3,Quick delivery,better app interface and lower shipping charges,849712
2023/06/06 9:37:33 AM GMT+5:30,52,Prefer not to say,Few times a month,Clothing and Fashion;others,Sometimes,Rarely,Filter,First page,5,No,Often,Found a better price elsewhere,Rarely,No,Moderately,Yes,5,No,4,5,.,User interface of app,820581
2023/06/11 11:27:55 PM GMT+5:30,12,Male,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,Filter,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,1,Sometimes,4,1,Wide product selection,Nil,618765
2023/06/12 3:45:27 PM GMT+5:30,10,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a week,Filter,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Always,No,Rarely,Yes,5,No,2,4,Competitive prices,.,353310
2023/06/12 4:03:59 PM GMT+5:30,42,Others,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,others,Multiple pages,4,Maybe,Often,others,Often,Yes,Moderately,Yes,5,Yes,2,5,Customer service,Nil,982706
2023/06/09 2:42:57 PM GMT+5:30,55,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,nan,First page,5,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,5,No,2,4,Quick delivery,Product quality and accuracy,992395
2023/06/12 4:02:02 PM GMT+5:30,25,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,nan,Multiple pages,2,Yes,Often,others,Sometimes,No,Heavily,Yes,3,No,4,1,Customer service ,Customer service responsiveness,633158
2023/06/05 10:05:25 PM GMT+5:30,42,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First page,2,Yes,Rarely,others,Often,Yes,Moderately,No,5,Sometimes,3,2,Quick delivery,Shipping speed and reliability,207609
2023/06/08 5:43:45 PM GMT+5:30,66,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a week,nan,First page,5,No,Often,High shipping costs,Often,Yes,Rarely,Yes,3,Sometimes,1,3,Quick delivery,Add more familiar brands to the list,335999
2023/06/07 10:09:54 PM GMT+5:30,43,Prefer not to say,Once a week,Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Never,No,Rarely,Yes,2,Yes,1,1,All the above,Shipping speed and reliability,297506
2023/06/05 12:02:56 AM GMT+5:30,17,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,categories,Multiple pages,5,No,Always,others,Always,Yes,Never,No,2,No,4,5,Wide product selection,UI,190212
2023/06/12 3:48:11 PM GMT+5:30,30,Others,Multiple times a week,Clothing and Fashion;others,Yes,Rarely,Filter,First page,5,No,Always,others,Never,Yes,Never,No,4,Sometimes,3,4,All the above,User interface ,973395
2023/06/07 11:02:45 PM GMT+5:30,48,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,categories,First page,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,4,No,3,5,.,I have no problem with Amazon yet. But others tell me about the refund issues ,606855
2023/06/04 9:10:08 PM GMT+5:30,16,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Multiple times a day,categories,Multiple pages,5,Maybe,Never,others,Often,No,Occasionally,Sometimes,4,No,4,2,User-friendly website/app interface,Customer service responsiveness,250358
2023/06/05 10:05:25 PM GMT+5:30,57,Prefer not to say,Once a month,Home and Kitchen,Sometimes,Rarely,categories,First page,1,Maybe,Always,Found a better price elsewhere,Never,Yes,Never,No,5,Yes,4,4,.,Irrelevant product suggestions,552072
2023/06/04 8:00:11 PM GMT+5:30,48,Female,Once a month,Home and Kitchen;others,No,Multiple times a day,others,First page,2,No,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,2,Yes,2,5,Quick delivery,Nothing,433536
2023/06/09 10:26:01 AM GMT+5:30,17,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,2,No,Rarely,others,Never,No,Occasionally,Yes,4,Sometimes,2,1,Competitive prices,.,248097
2023/06/09 10:30:39 AM GMT+5:30,4,Male,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,others,First page,3,No,Often,High shipping costs,Rarely,No,Never,No,5,No,5,2,Competitive prices,I don't have any problem with Amazon,707115
2023/06/05 10:06:15 PM GMT+5:30,63,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,categories,First page,2,Maybe,Rarely,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,5,Sometimes,1,4,User-friendly website/app interface,User interface ,471770
2023/06/08 5:09:31 PM GMT+5:30,6,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,others,Multiple pages,5,Yes,Always,High shipping costs,Often,No,Never,Yes,5,Sometimes,3,4,All the above,UI,126786
2023/06/07 9:24:31 AM GMT+5:30,13,Male,Once a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,First page,3,No,Never,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,5,Yes,3,1,Customer service ,Nil,923965
2023/06/06 11:20:53 AM GMT+5:30,15,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,4,Yes,5,4,Quick delivery,Product quality and accuracy,766692
2023/06/09 2:36:09 PM GMT+5:30,7,Male,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,nan,First page,2,No,Sometimes,Found a better price elsewhere,Rarely,No,Never,Sometimes,2,Yes,2,4,Competitive prices,Irrelevant product suggestions,377198
2023/06/06 7:39:44 PM GMT+5:30,32,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,First page,1,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,4,Yes,4,3,Product recommendations,Irrelevant product suggestions,796310
2023/06/09 2:36:09 PM GMT+5:30,20,Prefer not to say,Less than once a month,Groceries and Gourmet Food,Yes,Rarely,Filter,First page,3,No,Never,others,Rarely,No,Rarely,Yes,2,Yes,4,1,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,779009
2023/06/08 7:46:31 PM GMT+5:30,61,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,others,Multiple pages,3,Maybe,Never,others,Often,Yes,Occasionally,Sometimes,3,No,5,3,Product recommendations,No problems with Amazon,306518
2023/06/11 11:05:38 PM GMT+5:30,49,Female,Few times a month,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,First page,1,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,3,No,3,2,.,Product quality and accuracy,975752
2023/06/08 5:16:17 PM GMT+5:30,36,Female,Once a week,Beauty and Personal Care;others,Sometimes,Rarely,categories,Multiple pages,3,Yes,Never,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,3,Yes,1,3,Quick delivery,Irrelevant product suggestions,704027
2023/06/12 4:03:59 PM GMT+5:30,15,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,Filter,Multiple pages,4,Yes,Often,others,Never,No,Heavily,Yes,4,Sometimes,4,2,User-friendly website/app interface,better app interface and lower shipping charges,160273
2023/06/11 10:48:27 PM GMT+5:30,26,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Yes,5,Yes,5,4,Quick delivery,User interface ,812745
2023/06/11 11:20:18 PM GMT+5:30,60,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,5,Yes,Never,Found a better price elsewhere,Always,Yes,Never,Sometimes,5,No,3,4,User-friendly website/app interface,No problems with Amazon,812778
2023/06/05 1:32:57 PM GMT+5:30,40,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,First page,2,Yes,Always,Found a better price elsewhere,Often,Yes,Moderately,Yes,3,Yes,4,3,.,.,530173
2023/06/08 5:32:09 PM GMT+5:30,7,Prefer not to say,Less than once a month,Clothing and Fashion;others,No,Rarely,Filter,Multiple pages,5,Yes,Always,others,Sometimes,No,Heavily,Yes,3,Yes,4,1,Customer service ,Quality of product is very poor according to the big offers,938071
2023/06/08 5:15:27 PM GMT+5:30,50,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Multiple times a day,categories,First page,1,Maybe,Sometimes,High shipping costs,Never,Yes,Heavily,Sometimes,4,No,5,1,Wide product selection,Scrolling option would be much better than going to next page,663272
2023/06/07 3:08:03 AM GMT+5:30,6,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,Filter,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Never,Yes,4,Yes,4,5,Wide product selection,Quality of product is very poor according to the big offers,579765
